"ID","Name","Owner","People","Open deals","Organization created","Update time","Visible to","Next activity date","Last activity date","Won deals","Lost deals","Closed deals","Total activities","Done activities","Activities to do","Email messages count","Profile picture","Address","Latitude of Address","Longitude of Address","Apartment/suite no of Address","House number of Address","Street/road name of Address","District/sublocality of Address","City/town/village/locality of Address","State/county of Address","Region of Address","Country of Address","ZIP/Postal code of Address","Full/combined address of Address","Label","Labels","Website","LinkedIn profile","Industry","Annual revenue","Number of employees","Doors"
"2789","KeyStone Search","Bill Douglas","2","0","2017-01-03 19:49:41","2020-05-21 18:49:23","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2790","Www.GENUINNO.com","Bill Douglas","2","0","2017-01-03 19:49:41","2020-05-21 18:50:11","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2791","ST Microelectronics","Bill Douglas","2","0","2017-01-03 19:49:41","2020-05-21 18:49:08","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2792","ZTE Corporation","Bill Douglas","2","0","2017-01-03 19:49:41","2020-05-21 18:49:30","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2793","The Crimson Group Inc","Bill Douglas","2","0","2017-01-03 19:49:41","2020-05-21 18:50:09","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2794","Evergreen Design Group, Inc.","Bill Douglas","2","0","2017-01-03 19:49:41","2020-05-21 18:50:10","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2795","Smartwire Corporation","Bill Douglas","5","0","2017-01-03 19:49:41","2023-12-08 09:29:32","All users","","","0","0","0","0","0","0","138","","","","","","","","","","","","","","","","","","","","","",""
"2796","JPS International","Bill Douglas","2","0","2017-01-03 19:49:41","2025-06-23 18:53:26","All users","","","0","0","0","0","0","0","10","","","","","","","","","","","","","","","","","","","","","",""
"2797","Lenox Hill Partners, LLC","Bill Douglas","2","0","2017-01-03 19:49:41","2020-05-21 18:49:20","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2798","ECG","Bill Douglas","2","0","2017-01-03 19:49:41","2020-05-21 18:50:11","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2799","Berman Enterprises","Bill Douglas","2","0","2017-01-03 19:49:41","2025-06-25 20:50:53","All users","","","0","0","0","0","0","0","13","","","","","","","","","","","","","","","","","","","","","",""
"2800","Valuevine","Bill Douglas","1","0","2017-01-03 19:49:41","2017-01-03 19:50:25","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2801","ASRC Federal","Bill Douglas","2","0","2017-01-03 19:49:41","2020-05-21 18:50:11","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2802","Have It Now, Inc.","Bill Douglas","2","0","2017-01-03 19:49:41","2020-05-21 18:50:10","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2803","Portfolio Marketing Group, LLC","Bill Douglas","2","0","2017-01-03 19:49:41","2020-05-21 18:49:22","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2804","Rocky Mountain News","Bill Douglas","2","0","2017-01-03 19:49:41","2020-05-21 18:50:10","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2805","Champions Career Centre","Bill Douglas","2","0","2017-01-03 19:49:41","2020-05-21 18:49:10","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2806","Nowami Intl.","Bill Douglas","2","0","2017-01-03 19:49:41","2020-05-21 18:49:04","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2807","Open Future Limited","Bill Douglas","1","0","2017-01-03 19:49:42","2017-01-03 19:50:28","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2808","Costa D'Azul Portugal Properties","Bill Douglas","2","0","2017-01-03 19:49:42","2020-05-21 18:48:48","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2809","EuroDream Kitchens & Design Gallery","Bill Douglas","2","0","2017-01-03 19:49:42","2020-05-21 18:50:10","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2810","Aberdeen","Bill Douglas","1","0","2017-01-03 19:49:42","2017-01-03 19:49:55","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2811","How To Be A Creative Genius (in five minutes or less)","Bill Douglas","2","0","2017-01-03 19:49:42","2020-05-21 18:48:47","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2812","1st National Bank","Bill Douglas","1","0","2017-01-03 19:49:42","2017-01-03 19:50:29","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2813","Ziegler Bolt","Bill Douglas","2","0","2017-01-03 19:49:42","2020-05-21 18:50:11","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2814","Vistage International","Bill Douglas","2","0","2017-01-03 19:49:42","2020-05-21 18:49:14","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2815","Technology Marketing Toolkit, Inc.","Bill Douglas","2","0","2017-01-03 19:49:42","2020-05-21 18:50:11","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2816","New Age Software Services","Bill Douglas","2","0","2017-01-03 19:49:42","2020-05-21 18:50:11","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2817","Norman Alex","Bill Douglas","2","0","2017-01-03 19:49:42","2020-05-21 18:50:11","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2818","Central States Manufacturing, Inc.","Bill Douglas","2","0","2017-01-03 19:49:42","2020-05-21 18:50:11","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2819","Capco","Bill Douglas","2","0","2017-01-03 19:49:42","2020-05-21 18:50:11","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2820","OM Workspace","Bill Douglas","2","0","2017-01-03 19:49:42","2020-05-21 18:50:11","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2821","Dale Electric Company","Bill Douglas","2","0","2017-01-03 19:49:42","2020-05-21 18:48:47","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2822","In Pre-Launch","Bill Douglas","2","0","2017-01-03 19:49:42","2020-05-21 18:50:11","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2823","Sports Oasis","Bill Douglas","1","0","2017-01-03 19:49:42","2017-01-03 19:50:24","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2824","Chubb Fire & Security","Bill Douglas","2","0","2017-01-03 19:49:42","2020-05-21 18:50:11","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2825","Integrated Alliances","Bill Douglas","2","0","2017-01-03 19:49:42","2020-05-21 18:49:28","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2826","Ki Work limited","Bill Douglas","2","0","2017-01-03 19:49:42","2020-05-21 18:49:20","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2827","FuelCell Energy","Bill Douglas","2","0","2017-01-03 19:49:42","2020-05-21 18:50:11","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2828","Krook Douglas Development, LLC","Bill Douglas","2","0","2017-01-03 19:49:42","2025-06-24 13:08:54","All users","","","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","",""
"2829","State of Colorado","Bill Douglas","1","0","2017-01-03 19:49:42","2017-01-03 19:50:25","All users","","","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","",""
"2830","Accountants For You & OfficeStaff For You","Bill Douglas","2","0","2017-01-03 19:49:43","2020-05-21 18:49:31","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2831","Symbolon Partners, LLC","Bill Douglas","2","0","2017-01-03 19:49:43","2020-05-21 18:49:14","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2832","Hawk Ridge Systems","Bill Douglas","2","0","2017-01-03 19:49:43","2020-05-21 18:50:11","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2833","Expert Software LLC","Bill Douglas","2","0","2017-01-03 19:49:43","2020-05-21 18:49:16","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2834","Lextron, Inc.","Bill Douglas","1","0","2017-01-03 19:49:43","2017-01-03 19:50:01","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2835","B/e Aerospace","Bill Douglas","2","0","2017-01-03 19:49:43","2020-05-21 18:50:11","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2836","JB Hifi","Bill Douglas","2","0","2017-01-03 19:49:43","2020-05-21 18:49:04","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2837","Pryor Johnson Carney Karr Nixon","Bill Douglas","2","0","2017-01-03 19:49:43","2020-05-21 18:49:29","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2838","Document Solutions","Bill Douglas","2","0","2017-01-03 19:49:43","2020-05-21 18:50:11","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2839","processHR","Bill Douglas","2","0","2017-01-03 19:49:43","2020-05-21 18:49:28","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2840","EVS Supply","Bill Douglas","2","0","2017-01-03 19:49:43","2020-05-21 18:50:11","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2841","F5 Networks","Bill Douglas","2","0","2017-01-03 19:49:43","2020-05-21 18:49:20","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2842","FitzGerald & Associates","Bill Douglas","2","0","2017-01-03 19:49:43","2020-05-21 18:48:45","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2843","N/A","Bill Douglas","4","0","2017-01-03 19:49:43","2020-05-21 18:50:11","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2844","Digital Marketing Institute","Bill Douglas","2","0","2017-01-03 19:49:43","2020-05-21 18:49:20","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2845","Windsor Industries, Inc.","Bill Douglas","1","0","2017-01-03 19:49:43","2017-01-03 19:50:19","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2846","TAL Global","Bill Douglas","2","0","2017-01-03 19:49:43","2020-05-21 18:48:46","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2847","Esslworth Bikes","Bill Douglas","2","0","2017-01-03 19:49:43","2020-05-21 18:48:44","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2848","Gorman Co.","Bill Douglas","1","0","2017-01-03 19:49:43","2017-01-03 19:50:19","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2849","Elie Tahari","Bill Douglas","2","0","2017-01-03 19:49:43","2020-05-21 18:50:30","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2850","Zions Bancorporation","Bill Douglas","2","0","2017-01-03 19:49:43","2020-05-21 18:48:51","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2851","R&D Solutions","Bill Douglas","2","0","2017-01-03 19:49:43","2020-05-21 18:50:11","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2852","AIG","Bill Douglas","2","0","2017-01-03 19:49:44","2020-05-21 18:50:11","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2853","EDN","Bill Douglas","1","0","2017-01-03 19:49:44","2017-01-03 19:50:20","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2854","Vision Box S.A.","Bill Douglas","2","0","2017-01-03 19:49:44","2020-05-21 18:49:19","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2855","Leopard Capital Ltd., Hong Kong","Bill Douglas","2","0","2017-01-03 19:49:44","2020-05-21 18:49:09","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2856","Aleco","Bill Douglas","2","0","2017-01-03 19:49:44","2020-05-21 18:50:13","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2857","Eighty20","Bill Douglas","2","0","2017-01-03 19:49:44","2020-05-21 18:50:11","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2858","Director, Executive Recruiting","Bill Douglas","2","0","2017-01-03 19:49:44","2020-05-21 18:49:22","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2859","Woodward Governor","Bill Douglas","2","0","2017-01-03 19:49:44","2020-05-21 18:49:27","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2860","PrintOptionz","Bill Douglas","2","0","2017-01-03 19:49:44","2020-05-21 18:50:12","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
